Time,Current,Spin Coating,Increasing PPM,Temperature,Repeat Sensor Use,Days Elapsed,Concentration
20,-0.249,1,1,15.5,1,11,0.95
6,-7.29,0,1,22,1,1,6.47
17,-2.66,1,0,22,1,1,5.1
8,-3.91,0,0,22,1,4,4.01
12,-0.499,0,0,22,1,4,0.6
10,-0.199,1,1,20,1,15,0.95
46,-0.187,1,1,44.9,1,11,0.95
10,-9.27,1,1,22,1,5,8.02
3,-0.531,1,1,39.9,1,11,0.95
7,-3.82,1,0,22,1,9,3.64
41,-1.78,1,0,22,3,3,6.5
34,-0.827,1,0,22,2,2,2.62
40,-1.68,0,1,22,1,1,6.06
11,-0.566,1,0,22,1,9,0.7
14,-0.243,1,1,35.2,1,11,0.95
47,-3.13,0,1,30,1,18,0.67
30,-1.01,0,1,22,1,31,4.38
50,-1.23,0,0,22,1,4,6.48
18,-3.67,1,0,22,1,1,5
42,-1.45,1,0,22,1,1,3.2
33,-1.19,0,0,22,1,4,4.75
10,-0.75,1,1,20.3,1,11,0.95
24,-0.271,0,1,25,1,31,1.05
44,-0.322,0,0,22,1,4,0.68
48,-1.51,0,1,22,1,1,6.47
2,-1.91,1,1,22,1,5,0.93
13,-0.293,0,1,22,1,1,0.7
11,-5,1,1,22,1,9,7.1
32,-2.64,1,0,22,1,1,5
33,-2.41,1,1,22,1,1,7.1
49,-3.06,0,1,30,1,18,0.67
29,-2.96,0,1,25,1,18,0.64
21,-0.342,0,0,22,1,1,0.7
30,-0.255,1,1,24.9,1,11,0.95
15,-0.228,0,1,22,1,1,0.6
6,-0.672,0,1,25.1,1,31,0.84
2,-3.09,0,1,22,1,4,0.73
42,-0.162,0,1,20.4,1,31,0.84
16,-0.428,0,0,22,1,4,0.6
6,-1.03,0,0,22,1,1,0.7
19,-0.0501,1,1,22,1,5,0.93
48,-1.1,0,1,22,1,4,4.36
26,-1.1,0,1,22,1,31,4.32
14,-2.17,0,1,22,1,1,4.02
22,-4.82,0,1,26,1,18,0.69
31,-1.4,1,1,22,3,3,4.35
17,-0.206,1,0,22,1,1,0.82
26,-4.52,0,1,20,1,18,0.59
41,-0.182,0,1,22,1,1,0.56
34,-0.904,1,1,22,1,1,3.12
50,-0.0749,0,1,22,1,4,0.77
38,-0.0646,1,1,10.2,1,15,0.95
11,-1.78,0,0,22,1,4,3.04
10,-4.63,0,1,22,1,4,7.62
0,-4.78,0,0,22,1,1,0.7
44,-0.14,1,1,35,1,15,0.95
34,-0.158,0,1,20.4,1,31,0.84
18,-0.292,1,1,20.5,1,11,0.95
17,-0.334,0,1,30,1,31,0.87
1,-3.53,0,1,22,1,31,4.32
26,-0.31,0,0,22,1,1,0.7
27,-0.0994,1,1,20,1,15,0.95
50,-0.172,0,1,25.1,1,31,0.84
48,-0.771,0,1,22,1,31,4.51
41,-0.921,1,0,22,1,5,2.93
38,-0.203,1,1,15.5,1,11,0.95
14,-0.887,1,1,22,1,9,1.88
39,-1.72,1,1,22,2,2,5.9
14,-2.79,0,0,22,1,4,6.64
9,-0.822,1,1,15.3,1,11,0.95
9,-4.32,1,0,22,1,1,5.1
34,-1.09,1,0,22,1,9,3.62
42,-2.43,1,1,22,3,3,8.39
35,-1.54,0,0,22,1,4,6.64
39,-0.168,1,1,11,1,11,0.95
27,-1.75,0,1,22,1,4,5.73
33,-0.27,1,1,20.3,1,11,0.95
34,-0.881,0,0,22,1,1,3.6
7,-4.97,0,1,22,1,1,3.75
37,-0.239,1,1,22,1,1,0.9
39,-0.0847,0,1,22,1,4,0.77
11,-0.288,1,1,11,1,11,0.95
28,-0.979,0,0,22,1,1,3.6
15,-1.21,0,1,22,1,31,4.52
42,-2.53,0,1,25,1,18,0.64
24,-1.06,0,0,22,1,1,3.6
13,-2.5,0,1,22,1,4,4.88
23,-0.074,1,1,10.2,1,15,0.95
3,-0.781,1,1,40.5,1,11,0.95
18,-3.07,0,1,22,1,1,6.06
22,-1.24,1,0,22,1,9,3.64
32,-0.192,0,1,22,1,1,0.56
28,-0.201,1,1,22,2,2,0.76
39,-0.951,1,0,22,1,5,2.93
31,-0.809,0,1,22,1,1,2.79
10,-1.54,0,1,22,1,1,2.79
22,-0.333,1,1,20.3,1,11,0.95
0,-54,1,0,22,1,9,5.1
7,-0.728,0,0,22,1,4,0.68
18,-0.217,0,1,25,1,31,0.73
36,-1.78,1,1,22,1,9,6.47
15,-2.89,1,0,22,1,1,5.1
13,-0.297,1,1,22,1,9,0.56
29,-2.56,1,1,22,1,1,7.1
18,-3.12,1,1,22,1,1,4.8
40,-0.173,0,1,22,1,1,0.7
39,-0.922,0,1,22,1,31,4.38
40,-1.44,0,0,22,1,4,6.64
5,-0.00937,1,0,22,1,1,8.6
38,-3.63,0,1,20,1,18,0.59
46,-0.236,1,1,22,3,3,0.88
23,-0.578,0,1,22,1,1,1.63
34,-5.43,1,0,22,1,1,8.6
21,-5.3,1,0,22,1,1,8
42,-0.15,0,1,20.2,1,31,0.86
43,-0.46,0,1,22,1,1,1.63
5,-1.12,0,1,30.2,1,31,0.81
18,-6.22,1,1,22,1,1,9.7
27,-0.153,1,1,22,1,9,0.6
21,-2.67,0,1,22,1,1,6.06
14,-0.402,1,1,22,1,1,0.9
7,-3.82,0,0,22,1,1,3.64
17,-1.94,0,1,22,1,4,4.88
21,-1.2,0,1,22,1,31,4.32
17,-0.745,0,1,22,1,1,1.88
24,-1.13,1,1,22,1,9,3.12
21,-2.46,0,1,22,1,1,6.47
16,-0.787,0,1,22,1,4,2.72
39,-0.331,0,0,22,1,4,0.6
13,-0.228,1,1,34.8,1,11,0.95
42,-2.23,0,1,22,1,4,9.45
42,-0.162,0,1,20.4,1,31,0.84
34,-0.488,0,1,22,1,4,2.72
50,-0.155,0,1,20.4,1,31,0.84
43,-1.54,1,1,22,1,9,5.27
35,-1.99,1,1,22,3,3,6.26
38,-0.834,0,0,22,1,1,3.6
36,-1.71,1,0,22,1,9,5.1
21,-3.14,0,1,19.8,1,18,0.69
3,-19,1,1,22,1,9,6.06
32,-1.55,0,0,22,1,4,6.48
0,-2.84,0,1,20.2,1,31,0.86
5,-11.7,1,1,22,1,9,6.15
12,-2.52,0,1,22,1,1,4.02
40,-0.778,1,0,22,2,2,2.62
13,-0.892,0,1,22,1,4,2.16
6,-9.71,1,1,22,1,9,6.15
11,-3.05,0,0,22,1,1,4.1
22,-2.39,1,1,22,1,9,6.47
48,-1.48,1,1,22,1,9,5.27
34,-0.239,1,1,20.3,1,11,0.95
31,-3.44,1,1,22,1,1,6.8
47,-0.158,1,1,45,1,15,0.95
34,-0.748,0,0,22,1,4,3.04
2,-0.469,1,1,20,1,15,0.95
14,-1.32,1,0,22,2,2,2.62
46,-0.807,1,1,22,1,5,3.18
6,-6.85,1,0,22,1,1,8.6
4,-1.97,1,0,22,2,2,0.86
39,-2.55,1,1,22,1,5,6.1
19,-3.03,1,1,22,1,1,4.8
14,-0.227,1,1,40.5,1,11,0.95
28,-0.345,0,1,22,1,4,1.42
1,-2.91,0,1,22,1,31,4.38
13,-0.125,1,1,24.8,1,15,0.95
33,-0.2,1,1,44.9,1,11,0.95
24,-1.06,0,0,22,1,1,3.6
27,-0.183,1,1,44.9,1,11,0.95
45,-1.3,0,0,22,1,4,6.48
47,-0.405,0,1,22,1,1,1.49
12,-0.228,0,1,20.7,1,31,0.93
36,-3.6,1,0,22,1,1,6.6
39,-0.114,1,1,40.2,1,15,0.95
34,-2.02,0,0,22,1,4,7.62
50,-0.189,1,1,40.5,1,11,0.95
17,-3.15,0,0,22,1,4,7.62
39,-0.471,1,1,22,1,9,1.63
36,-0.481,0,1,22,1,1,1.63
23,-5.15,1,1,22,1,1,8.4
3,-8.91,0,1,22,1,4,4.36
27,-4.67,1,0,22,1,1,8
37,-0.14,0,1,22,1,1,0.6
36,-4.63,1,1,22,1,1,9.7
37,-0.087,0,1,22,1,4,0.77
24,-0.12,1,1,24.8,1,15,0.95
41,-3.8,1,1,22,1,5,8.02
37,-3.68,0,1,20,1,18,0.59
27,-2.1,1,1,22,1,9,6.47
26,-0.525,1,1,22,1,9,1.49
36,-1.65,1,1,22,1,9,6.15
49,-1.35,1,0,22,1,1,3.2
1,-2.84,0,1,30.2,1,31,0.81
38,-0.224,1,1,22,1,1,1.04
30,-1.39,0,1,22,1,4,4.36
29,-0.221,0,1,30.2,1,31,0.81
43,-0.15,0,1,20.7,1,31,0.93
49,-0.157,0,1,20.4,1,31,0.84
49,-3.65,1,0,22,1,1,8
37,-0.336,0,0,22,1,4,0.68
7,-0.516,0,1,22,1,1,0.6
30,-0.239,1,1,24.9,1,11,0.95
1,-20.5,1,1,22,1,1,5.27
37,-0.312,0,1,22,1,4,1.42
46,-2.26,0,1,19.8,1,18,0.69
20,-0.178,1,1,45,1,15,0.95
45,-0.248,0,1,30.2,1,31,0.81
13,-2.44,1,1,22,1,1,2.8
23,-2.76,1,1,22,1,1,4.8
20,-0.608,0,1,22,1,1,1.49
30,-0.168,0,1,20.2,1,31,0.86
1,-14.1,0,1,30,1,18,0.67
22,-0.271,1,1,20.5,1,11,0.95
2,-39.8,1,1,22,1,5,8.02
0,-1.84,0,1,20.7,1,31,0.93
7,-3.23,1,1,22,3,3,4.35
19,-1.75,1,1,22,3,3,4.35
48,-1.49,0,1,22,1,1,6.06
0,-40,1,1,22,1,1,4.8
1,-22.3,0,1,22,1,1,6.47
6,-2.59,0,0,22,1,4,1.93
41,-3.46,0,1,20,1,18,0.59
12,-0.499,1,1,10.4,1,11,0.95
26,-0.177,1,0,22,1,1,0.82
47,-1.22,0,1,22,1,4,5.73
44,-0.247,0,1,30,1,31,0.87
0,-21.3,0,0,22,1,4,6.48
27,-1.79,0,1,22,1,4,7.62
11,-2.72,0,1,22,1,1,4.02
38,-0.156,0,1,20.2,1,31,0.86
19,-2.15,0,0,22,1,4,6.48
19,-1.25,0,1,22,1,31,4.31
21,-0.19,1,1,45.3,1,11,0.95
26,-0.869,0,1,22,1,1,2.79
1,-26,0,1,22,1,4,9.45
4,-2.03,1,1,22,1,1,0.9
17,-2.35,0,0,22,1,4,6.48
20,-2.79,0,1,22,1,1,6.06
21,-2.85,0,1,22,1,4,9.45
29,-0.339,0,0,22,1,4,0.8
20,-0.198,1,0,22,1,9,0.82
24,-0.58,0,1,22,1,4,2.72
29,-0.339,0,0,22,1,4,0.8
36,-0.944,0,1,22,1,31,4.38
31,-1.07,0,1,22,1,4,3.95
44,-0.112,1,1,30,1,15,0.95
38,-1.42,0,0,22,1,4,6.48
46,-0.448,1,1,22,1,9,1.88
49,-0.836,0,1,22,1,31,4.32
46,-0.195,0,1,25,1,31,1.05
7,-8.19,1,1,22,1,9,6.15
33,-0.188,1,1,29.9,1,11,0.95
29,-0.258,1,1,24.9,1,11,0.95
4,-8.84,0,0,22,1,4,6.64
31,-0.859,1,0,22,2,2,2.62
35,-1.25,1,0,22,3,3,4.2
21,-0.277,0,1,30.1,1,31,0.94
47,-0.859,0,1,22,1,4,3.95
21,-0.278,1,1,22,1,1,1.04
26,-1.01,0,1,22,1,31,4.51
2,-2.71,0,0,22,1,1,0.85
6,-0.972,1,1,22,1,9,1.04
2,-18.3,0,1,22,1,4,7.62
2,-0.969,1,1,24.9,1,11,0.95
9,-0.534,0,1,30.1,1,31,0.94
13,-0.372,1,1,22,1,9,1.04
3,-0.594,1,1,24.8,1,15,0.95
16,-1.89,0,1,22,1,1,3.75
5,-0.428,1,1,45.2,1,15,0.95
9,-0.416,0,1,22,1,1,0.56
28,-0.223,1,1,15.5,1,11,0.95
44,-3.86,1,1,22,1,1,8.4
2,-2.34,0,1,25,1,31,1.05
1,-1.22,1,1,24.9,1,11,0.95
8,-0.228,1,1,20,1,15,0.95
15,-1.01,0,0,22,1,4,1.93
23,-4.55,0,1,30,1,18,0.75
9,-3.69,0,1,22,1,4,4.88
21,-0.199,0,1,20.4,1,31,0.84
30,-2.7,0,1,19.8,1,18,0.69
29,-0.469,1,1,22,2,2,1.1
13,-0.572,0,1,22,1,4,1.42
21,-0.608,0,1,22,1,1,1.63
22,-1.16,1,1,22,1,1,3.12
37,-0.478,1,1,22,1,9,1.63
28,-2.24,0,0,22,1,4,7.62
27,-0.0735,1,1,15,1,15,0.95
49,-1.36,0,1,22,1,1,6.15
19,-2.48,1,0,22,1,9,5.1
39,-0.069,1,1,15,1,15,0.95
6,-3.65,0,0,22,1,1,3.6
44,-3.13,0,1,26,1,18,0.69
27,-2.16,1,0,22,2,2,5.98
50,-0.211,1,1,22,1,9,1.04
22,-1.18,0,1,22,1,31,4.32
23,-0.149,0,1,20.7,1,31,0.93
46,-0.243,0,1,30,1,31,0.87
21,-1.48,0,1,22,1,4,4.85
24,-0.177,1,1,35,1,15,0.95
28,-1.19,0,1,22,1,1,3.75
45,-0.99,0,0,22,1,4,4.75
11,-0.317,0,1,22,1,1,0.6
13,-0.249,1,1,29.9,1,11,0.95
42,-0.0223,1,1,22,1,5,0.93
1,-61,1,1,22,1,9,7.1
36,-0.191,1,1,15.4,1,11,0.95
6,-0.947,1,1,35.6,1,11,0.95
47,-3,0,1,26,1,18,0.69
12,-0.588,0,0,22,1,4,0.8
47,-1.85,1,0,22,3,3,6.5
40,-1.35,0,1,22,1,4,5.73
4,-14.3,0,1,22,1,1,6.15
46,-0.191,0,1,22,1,4,0.73
20,-0.18,0,1,22,1,1,0.6
29,-0.959,0,0,22,1,1,3.6
37,-5.2,1,0,22,1,1,8.6
15,-5.75,0,1,30,1,18,0.75
42,-3.88,1,0,22,1,1,8
44,-2.13,1,1,22,1,1,7.1
8,-0.647,0,0,22,1,4,0.6
14,-0.148,1,1,29.5,1,15,0.95
37,-3.69,1,1,22,1,5,7.89
17,-0.214,1,1,10.9,1,11,0.95
43,-0.92,0,0,22,1,4,4.01
37,-1.62,0,1,22,1,1,6.15
28,-0.539,1,1,22,1,9,1.88
19,-0.102,1,1,20,1,15,0.95
7,-0.416,0,1,20.7,1,31,0.93
2,-0.781,1,1,29.5,1,15,0.95
19,-2.2,0,0,22,1,4,6.64
42,-0.861,1,1,22,1,5,3.18
5,-1.02,0,0,22,1,4,0.68
49,-1.15,1,1,22,3,3,4.35
37,-1.93,0,0,22,1,4,7.62
2,-28.1,1,0,22,1,9,5.1
48,-0.315,0,0,22,1,4,0.6
17,-1.27,0,1,22,1,31,4.42
10,-0.374,0,1,22,1,1,0.56
27,-2.54,0,1,22,1,4,9.45
21,-2.11,0,1,22,1,4,5.73
46,-0.139,0,1,22,1,1,0.6
24,-0.565,0,1,22,1,1,1.63
30,-0.214,1,1,10.4,1,11,0.95
19,-0.222,1,1,39.9,1,11,0.95
47,-1.38,1,0,22,1,1,3.2
42,-0.797,0,1,22,1,1,3.37
28,-0.994,0,1,22,1,31,4.4
43,-0.708,1,0,22,1,1,1.3
39,-1.85,1,1,22,1,5,4.7
2,-2.78,0,1,22,1,31,4.51
0,-51.9,1,0,22,1,5,4.68
47,-0.478,0,0,22,1,4,1.93
43,-0.137,1,1,22,1,9,0.6
23,-1.43,0,1,22,1,1,4.02
47,-0.194,1,1,34.8,1,11,0.95
49,-1.29,0,1,22,1,4,7.62
3,-0.844,1,1,29.9,1,11,0.95
50,-0.175,0,1,22,1,1,0.56
49,-1.69,0,0,22,1,4,7.62
1,-17,1,0,22,1,1,3.62
45,-0.161,0,1,20.4,1,31,0.84
38,-1.84,1,0,22,2,2,5.98
46,-2.03,1,1,22,1,1,4.8
35,-2.75,1,0,22,1,5,6.12
49,-2.28,1,1,22,1,5,6.1
1,-2.72,1,1,20.3,1,11,0.95
1,-2.84,0,1,22,1,31,4.36
3,-1.91,0,0,22,1,4,0.8
34,-0.218,0,1,22,1,4,0.73
49,-1.31,0,0,22,1,4,6.64
13,-0.298,0,1,25,1,31,0.73
37,-0.198,1,1,34.8,1,11,0.95
1,-1.78,1,1,24.9,1,11,0.95
9,-3.03,0,1,22,1,1,3.37
42,-0.0874,1,1,20,1,15,0.95
33,-0.144,0,1,20.7,1,31,0.93
14,-1.2,0,1,22,1,1,2.79
49,-2.9,0,1,30,1,18,0.75
24,-1.9,0,1,22,1,4,5.73
45,-1.53,1,0,22,1,9,5.1
44,-1.39,0,1,22,1,4,6.47
10,-3.28,0,1,22,1,4,4.88
27,-1.97,1,1,22,1,9,5.27
5,-2.09,0,1,22,1,31,4.32
34,-1.83,1,1,22,1,9,6.47
13,-4.62,1,1,22,2,2,7.39
24,-1.58,0,1,22,1,4,4.36
38,-0.287,1,0,22,3,3,0.97
9,-2.22,1,1,22,1,1,3.12
20,-0.252,0,1,30.2,1,31,0.81
18,-1.28,0,1,22,1,31,4.31
48,-1.33,0,1,22,1,4,6.47
11,-0.663,0,1,22,1,4,1.42
12,-6.43,0,1,30,1,18,0.75
40,-0.166,1,1,45,1,15,0.95
15,-1.37,0,1,22,1,31,4.32
25,-4.48,1,1,22,1,5,7.89
0,-23,0,1,30,1,18,0.67
50,-0.16,1,1,11,1,11,0.95
22,-1.06,0,1,22,1,31,4.4
31,-0.143,0,1,20.7,1,31,0.93
28,-3.06,1,1,22,1,5,6.1
46,-0.0843,1,1,20,1,15,0.95
36,-0.752,0,1,22,1,1,2.79
8,-1.92,1,0,22,3,3,2.71
31,-0.518,1,1,22,1,9,1.88
45,-1.13,0,1,22,1,4,4.36
41,-0.204,1,1,39.9,1,11,0.95
2,-1.78,0,1,20.4,1,31,0.84
24,-1.52,1,1,22,1,1,2.8
47,-0.246,0,1,30.2,1,31,0.81
41,-0.268,0,0,22,1,1,0.7
6,-14.8,1,0,22,1,1,6.6
15,-0.79,0,1,22,1,4,2.16
16,-2.63,0,1,22,1,4,5.73
45,-0.878,0,1,22,1,1,3.75
29,-5.02,1,1,22,1,1,9.7
9,-3.61,1,1,22,1,1,5.27
45,-1.5,1,1,22,1,1,5.27
50,-0.441,0,1,22,1,1,1.63
37,-0.877,0,1,22,1,31,4.36
3,-20.5,1,0,22,1,9,5.1
35,-0.448,0,1,22,1,4,2.16
38,-0.731,0,1,22,1,1,2.79
23,-0.185,1,0,22,1,1,0.82
6,-4.8,0,0,22,1,4,4.75
47,-0.316,0,0,22,1,4,0.68
27,-0.225,1,1,10.4,1,11,0.95
34,-0.942,0,1,22,1,31,4.4
14,-2.28,1,1,22,2,2,5.9
8,-5.47,0,1,22,1,4,6.47
22,-1.17,0,1,22,1,31,4.31
16,-0.317,1,1,22,2,2,0.76
31,-2.89,1,1,22,1,5,6.1
40,-3.96,1,0,22,1,1,8
45,-0.147,1,0,22,1,1,0.82
47,-0.216,0,1,30.1,1,31,0.94
14,-3.27,1,1,22,1,9,6.47
41,-0.238,1,1,24.9,1,11,0.95
49,-0.145,1,0,22,1,9,0.82
9,-0.241,1,1,40.5,1,11,0.95
8,-5.47,0,1,22,1,4,6.47
27,-0.13,1,1,40.2,1,15,0.95
42,-0.326,0,0,22,1,4,0.6
43,-0.388,1,1,22,2,2,1.1
38,-0.231,1,1,20.3,1,11,0.95
34,-2.86,1,1,22,2,2,7.89
27,-4.42,0,1,20,1,18,0.59
27,-0.549,0,1,22,1,1,1.88
2,-37.3,1,0,22,1,1,6.6
24,-0.241,1,1,35.6,1,11,0.95
21,-0.384,0,0,22,1,4,0.8
23,-3.92,1,1,22,1,1,6.8
16,-0.283,0,1,20.2,1,31,0.86
12,-2.61,1,0,22,1,5,2.93
11,-3.36,1,1,22,1,9,5.27
8,-10.9,1,1,22,1,1,8.4
47,-0.98,0,1,22,1,4,4.88
45,-0.99,0,0,22,1,4,4.75
5,-8.67,1,1,22,1,9,6.47
27,-0.532,0,1,22,1,1,1.63
22,-0.599,0,1,22,1,4,2.16
29,-1.93,1,0,22,1,9,5.1
47,-0.189,0,1,22,1,4,0.73
50,-0.431,0,1,22,1,1,1.88
36,-0.139,1,1,45.2,1,15,0.95
39,-0.307,0,1,22,1,4,1.42
29,-1.04,0,1,22,1,31,4.31
40,-0.698,0,0,22,1,4,3.04
6,-9.21,0,1,20,1,18,0.59
30,-0.163,1,1,40,1,15,0.95
39,-1.71,0,1,22,1,1,6.06
41,-2.56,0,1,25,1,18,0.64
48,-0.267,0,0,22,1,1,0.85
20,-1.54,0,1,22,1,1,3.75
22,-0.315,1,1,30.1,1,11,0.95
6,-1.12,0,1,22,1,4,1.42
42,-0.0946,1,1,24.8,1,15,0.95
26,-4.25,0,1,30,1,18,0.75
16,-1.61,0,0,22,1,1,3.64
47,-0.239,1,1,24.9,1,11,0.95
32,-0.259,1,1,46.3,1,11,0.95
36,-0.0884,0,1,22,1,4,0.77
45,-0.867,0,1,22,1,31,4.32
44,-0.91,0,0,22,1,4,4.01
20,-0.142,1,1,40.2,1,15,0.95
21,-0.905,1,0,22,1,1,1.3
17,-0.121,1,1,20,1,15,0.95
29,-0.164,0,1,20.4,1,31,0.84
43,-0.149,0,1,20.2,1,31,0.86
16,-6.27,1,1,22,1,1,8.4
36,-1.55,1,0,22,1,1,3.2
1,-0.844,1,1,39.9,1,11,0.95
28,-1.17,0,0,22,1,4,4.01
30,-0.917,0,1,22,1,31,4.52
41,-0.0879,1,1,20,1,15,0.95
10,-0.21,1,1,45.2,1,15,0.95
7,-0.734,1,1,35.6,1,11,0.95
49,-0.217,1,1,30.1,1,11,0.95
11,-1.28,0,1,22,1,31,4.4
45,-0.179,1,1,22,1,9,0.56
14,-1.26,1,0,22,3,3,2.71
30,-0.243,1,1,15.3,1,11,0.95
27,-0.297,1,1,20.3,1,11,0.95
29,-0.143,0,1,20.7,1,31,0.93
36,-1.71,1,0,22,1,1,5.1
43,-0.232,1,1,22,1,1,0.9
49,-2.58,1,1,22,3,3,8.71
19,-0.288,1,1,10.4,1,11,0.95
33,-2.05,1,1,22,3,3,6.26
45,-0.203,1,1,29.8,1,11,0.95
26,-2.26,1,1,22,1,9,6.06
3,-2.84,1,1,22,1,1,0.9
46,-0.386,0,1,22,1,4,2.16
29,-0.178,1,1,11,1,11,0.95
38,-1.91,0,0,22,1,4,7.62
41,-0.0941,1,1,24.8,1,15,0.95
25,-1.33,1,0,22,1,5,2.93
44,-0.272,0,0,22,1,1,0.85
38,-1.74,0,1,22,1,1,6.06
28,-1.44,0,1,22,1,4,4.36
35,-0.885,0,1,22,1,31,4.43
37,-1.12,0,1,22,1,4,4.88
1,-14.5,1,0,22,2,2,2.62
11,-3.75,0,1,22,1,4,5.73
34,-0.218,0,1,22,1,4,0.73
21,-0.175,0,1,22,1,1,0.6
8,-1.83,0,1,22,1,31,4.31
36,-2.78,1,1,22,2,2,7.89
48,-2.06,1,1,22,1,1,7.1
39,-0.139,1,1,22,1,9,0.6
46,-0.138,1,1,45.2,1,15,0.95
20,-1.16,0,1,22,1,31,4.38
47,-0.448,1,1,22,1,9,1.63
24,-3.01,0,1,19.8,1,18,0.69
40,-1.35,0,1,22,1,4,5.73
21,-0.341,0,0,22,1,1,0.85
8,-0.222,1,1,45,1,15,0.95
4,-0.219,1,1,39.9,1,11,0.95
23,-1.94,0,0,22,1,4,6.64
41,-0.879,1,1,22,1,5,3.18
21,-0.0817,1,1,9.9,1,15,0.95
46,-0.868,0,1,22,1,1,3.75
18,-0.419,0,0,22,1,4,0.8
13,-1.27,0,1,22,1,31,4.36
14,-0.345,0,1,30.2,1,31,0.81
6,-0.409,1,1,20,1,15,0.95
30,-0.0832,1,1,15.2,1,15,0.95
13,-7.53,1,1,22,1,1,9.7
20,-3.08,1,1,22,3,3,8.71
34,-1.93,1,0,22,2,2,5.98
18,-2.77,1,1,22,3,3,6.26
14,-1.27,0,1,22,1,31,4.51
2,-1.91,0,0,22,1,4,0.68
38,-3.16,1,1,22,1,1,6.8
24,-1.23,0,1,22,1,4,3.95
31,-3.87,1,0,22,1,1,6.6
18,-2.4,1,0,22,3,3,6.5
3,-15,0,0,22,1,4,7.62
41,-0.43,0,1,22,1,1,1.49
27,-2.02,1,1,22,1,9,6.15
20,-1.75,1,1,22,1,5,3.18
30,-0.195,1,1,22,1,9,0.56
30,-0.488,0,1,22,1,4,2.16
19,-6.05,1,1,22,1,1,9.7
40,-0.516,0,0,22,1,4,1.93
29,-0.241,1,1,24.9,1,11,0.95
43,-2.52,1,1,22,3,3,8.71
41,-0.927,1,1,22,1,9,3.75
0,-49.2,0,1,22,1,1,6.15
1,-27.6,1,1,22,1,1,4.8
36,-0.876,1,1,22,1,1,3.12
34,-0.247,1,1,24.9,1,11,0.95
28,-0.128,1,1,40.2,1,15,0.95
0,-3.84,0,0,22,1,4,0.6
5,-17.7,1,0,22,1,1,6.6
18,-1.41,1,0,22,1,9,3.62
11,-3.68,1,1,22,3,3,6.26
48,-0.773,1,1,22,1,9,3.12
20,-1.25,0,1,22,1,31,4.39
12,-4.47,0,1,25,1,18,0.64
12,-0.207,1,1,30,1,15,0.95
