Epochs,Lowest MAE,Highest R,Smoothed Epochs,Lowest MAE Smoothed,Highest R Smoothed,"R: 5, 5","R: 6, 5","R: 7, 5","R: 8, 5","R: 9, 5","R: 10, 5","R: 11, 5","R: 5, 6","R: 6, 6","R: 7, 6","R: 8, 6","R: 9, 6","R: 10, 6","R: 5, 7","R: 6, 7","R: 7, 7","R: 8, 7","R: 9, 7","R: 5, 8","R: 6, 8","R: 7, 8","R: 8, 8","R: 5, 9","R: 6, 9","R: 7, 9","R: 5, 10","R: 6, 10","R: 5, 11","MAE: 5, 5","MAE: 6, 5","MAE: 7, 5","MAE: 8, 5","MAE: 9, 5","MAE: 10, 5","MAE: 11, 5","MAE: 5, 6","MAE: 6, 6","MAE: 7, 6","MAE: 8, 6","MAE: 9, 6","MAE: 10, 6","MAE: 5, 7","MAE: 6, 7","MAE: 7, 7","MAE: 8, 7","MAE: 9, 7","MAE: 5, 8","MAE: 6, 8","MAE: 7, 8","MAE: 8, 8","MAE: 5, 9","MAE: 6, 9","MAE: 7, 9","MAE: 5, 10","MAE: 6, 10","MAE: 5, 11"
126.0,0.5392978638410568,0.586948499083519,126.0,0.5438656074125792,0.5864578657961421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,0.5415217280387878,0.5814803838729858,127.0,0.5431624436004419,0.5849646212191952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,0.5409407168626785,0.5757649838924408,128.0,0.5424959255791129,0.5822047300211689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,0.5435868054628372,0.5746392905712128,129.0,0.5428231895442301,0.579935098186182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,0.545306459069252,0.5780361443758011,130.0,0.5435681704017368,0.5793654120430678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,0.5378687083721161,0.5837369412183762,131.0,0.5418583317928506,0.5806768707956603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,0.5418697372078896,0.5708688795566559,132.0,0.5418617534173623,0.577734473423959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,0.5370747968554497,0.5713017731904984,133.0,0.5404256664487885,0.5758046633539209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,0.5362284332513809,0.5777357220649719,134.0,0.5391664964895662,0.5763839809672362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,0.5377282574772835,0.5843919962644577,135.0,0.5387350247858813,0.5787863855564026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,0.5360985845327377,0.581743061542511,136.0,0.5379440927099383,0.5796733883522351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,0.5295725911855698,0.5638705343008041,137.0,0.5354326422526278,0.5749325321368058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,0.5300286710262299,0.5741208642721176,138.0,0.5338114508847084,0.5746890317773994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,0.5360533371567726,0.5656867474317551,139.0,0.5344840167663276,0.5719883464737061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,0.537815198302269,0.5671146363019943,140.0,0.5354833712271101,0.5705262334221926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.0,0.5235130116343498,0.5685323253273964,141.0,0.531892263349282,0.5699280609937537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0,0.5255506187677383,0.571094237267971,142.0,0.5299897699748188,0.5702779138760189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0,0.5291041433811188,0.5650145560503006,143.0,0.5297240819967088,0.5686989065283035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0,0.5307550802826881,0.5636183619499207,144.0,0.5300333814825027,0.5671747431547887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,0.533662922680378,0.5586339086294174,145.0,0.5311222438418652,0.5646124927971773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0,0.522912472486496,0.5599978193640709,146.0,0.5286593124352544,0.5632280907672453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0,0.5265286862850189,0.5603947415947914,147.0,0.5280201245901838,0.5623780860155092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0,0.5359854698181152,0.5651010721921921,148.0,0.5304097281585631,0.5631949818685141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0,0.5223463252186775,0.5647865831851959,149.0,0.5279907072765975,0.5636724622635186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,0.5181740671396255,0.5536807104945183,150.0,0.5250457152355059,0.5606749367328185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,0.5222675874829292,0.5589502602815628,151.0,0.5242122769097329,0.5601575337974418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.0,0.5149777010083199,0.5492974445223808,152.0,0.521441904139309,0.5568995070149235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153.0,0.5223483592271805,0.5671248883008957,153.0,0.5217138406656705,0.5599671214007151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0,0.5225044414401054,0.5533909797668457,154.0,0.5219510208980009,0.5579942789105543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,0.5201956853270531,0.5502895042300224,155.0,0.5214244202267165,0.5556828465063948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,0.5131513625383377,0.5496769770979881,156.0,0.5189425029202029,0.5538810856838727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,0.5140817910432816,0.5582979246973991,157.0,0.5174842893571265,0.5552061373879307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,0.5141799226403236,0.5507314279675484,158.0,0.5164929793420856,0.553863724561816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0,0.5165905207395554,0.5448725149035454,159.0,0.5165222417613266,0.5511663616643347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,0.5121198892593384,0.547505147755146,160.0,0.51520153601073,0.5500679974915781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0,0.5119360461831093,0.5543942227959633,161.0,0.5142218890624438,0.5513658650828936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,0.5207303017377853,0.5420457497239113,162.0,0.5161744128650463,0.5485698304751989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0,0.5065306723117828,0.543660968542099,163.0,0.5132812906990672,0.547097171895269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0,0.5086172819137573,0.5460795238614082,164.0,0.5118820880634742,0.5467918774851107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,0.5099232271313667,0.5507448464632034,165.0,0.511294429783842,0.5479777681785385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,0.5082830339670181,0.5364945530891418,166.0,0.5103910110387948,0.5445328036517195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,0.5196736007928848,0.5496718510985374,167.0,0.5131757879650218,0.5460745178857649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,0.517805740237236,0.5413774326443672,168.0,0.5145647736466861,0.5446653923133455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0,0.505015954375267,0.5462855398654938,169.0,0.5117001278652604,0.54515143657899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0,0.5064262375235558,0.5397016927599907,170.0,0.5101179607627491,0.5435165134332902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0,0.515743687748909,0.5494662821292877,171.0,0.5118056788585971,0.5453014440420895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0,0.5091246590018272,0.540058895945549,172.0,0.5110013729015661,0.5437286796131273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0,0.5043677911162376,0.5367286056280136,173.0,0.5090112983659676,0.5416286574175933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.0,0.5237391665577888,0.5397949889302254,174.0,0.513429658823514,0.541078556871383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0,0.5128376707434654,0.5288711115717888,175.0,0.5132520623994994,0.5374163232815047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,0.5108695775270462,0.5388063564896584,176.0,0.5125373169377634,0.5378333332439508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0,0.5043309405446053,0.5395509675145149,177.0,0.510075404019816,0.53834862352512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.0,0.5061512812972069,0.5256780087947845,178.0,0.5088981672030333,0.5345474391060194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.0,0.5052298307418823,0.5272514596581459,179.0,0.507797666264688,0.5323586452716573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0,0.5074372962117195,0.5287802144885063,180.0,0.5076895552487974,0.531285116036712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.0,0.5018837675452232,0.5229393988847733,181.0,0.5059478189377251,0.5287814008911303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0,0.5051020681858063,0.5319695323705673,182.0,0.5056940937121495,0.5297378403349614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.0,0.507969081401825,0.5238882899284363,183.0,0.5063765900190521,0.5279829752130039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.0,0.5031814351677895,0.5203652679920197,184.0,0.5054180435636733,0.5256976630467086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,0.5063445270061493,0.535216860473156,185.0,0.5056959885964161,0.5285534222746429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0,0.5026880949735641,0.5247053429484367,186.0,0.5047936205095604,0.5273989984767811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.0,0.5032016858458519,0.5219588875770569,187.0,0.5043160401104478,0.5257669652068638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188.0,0.5063278526067734,0.5221558660268784,188.0,0.5049195838593454,0.5246836354528681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189.0,0.49721433222293854,0.5244337394833565,189.0,0.5026080083684233,0.5246086666620147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.0,0.49713367968797684,0.5213514789938927,190.0,0.5009657097642893,0.5236315103615781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191.0,0.5046178698539734,0.5205212906002998,191.0,0.5020613577911945,0.5226984444331946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192.0,0.5081023648381233,0.5112126097083092,192.0,0.5038736599052732,0.5192526940157289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.0,0.4960224777460098,0.5151937827467918,193.0,0.5015183052574942,0.5180350206350478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194.0,0.49617116153240204,0.5198599398136139,194.0,0.49991416213996653,0.5185824963886176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195.0,0.4988786652684212,0.5288600102066994,195.0,0.4996035130785029,0.5216657505340422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,0.4936019480228424,0.5177032351493835,196.0,0.49780304356180477,0.5204769959186446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,0.49379250407218933,0.5185534134507179,197.0,0.4965998817149201,0.5198999211782667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,0.5032637789845467,0.5124474465847015,198.0,0.4985990508958081,0.5176641788001971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,0.5099713578820229,0.5140344798564911,199.0,0.5020107429916725,0.5165752691170853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,0.49407029896974564,0.5147659555077553,200.0,0.4996286097850944,0.5160324750342863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0,0.5044285356998444,0.5125251263380051,201.0,0.5010685875595193,0.514980270425402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,0.4991580545902252,0.504847802221775,202.0,0.5004954276687311,0.5119405299643139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.0,0.4941464141011238,0.5158575177192688,203.0,0.4985907235984489,0.5131156262908003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,0.4934176355600357,0.5125010758638382,204.0,0.49703879718692495,0.5129312611627117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,0.49302686005830765,0.5092821046710014,205.0,0.4958352160483398,0.5118365142151986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,0.49679744243621826,0.5073262304067612,206.0,0.49612388396470336,0.5104834290726674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.0,0.49254675954580307,0.5120083764195442,207.0,0.49505074663903326,0.5109409132767304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.0,0.49290096014738083,0.508086808025837,208.0,0.4944058106915375,0.5100846817014624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.0,0.4943945184350014,0.5093186423182487,209.0,0.49440242301457665,0.5098548698864983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0,0.4888138845562935,0.5018477141857147,210.0,0.4927258614770917,0.5074527231762632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211.0,0.49858954548835754,0.5174953788518906,211.0,0.4944849666804715,0.5104655198789514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.0,0.4879586398601532,0.505427286028862,212.0,0.492527068634376,0.5089540497239246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.0,0.502048596739769,0.5055660232901573,213.0,0.49538352706599387,0.5079376417937944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0,0.49804333597421646,0.5034943446516991,214.0,0.49618146973846067,0.5066046526511658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.0,0.49776531010866165,0.5074866935610771,215.0,0.496656621849521,0.5068692649241393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.0,0.49282779544591904,0.5024917423725128,216.0,0.49550797392844037,0.5055560081586513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.0,0.48429761081933975,0.5006817877292633,217.0,0.4921448649957102,0.5040937420298349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.0,0.49172888696193695,0.49526719003915787,218.0,0.4920200715855782,0.5014457764326318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.0,0.48574358224868774,0.5033553838729858,219.0,0.4901371247845111,0.5020186586647379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.0,0.48504070192575455,0.5017806515097618,220.0,0.48860819792688415,0.5019472565182451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221.0,0.48581264168024063,0.4913526326417923,221.0,0.4877695310528911,0.4987688693553093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222.0,0.4864705801010132,0.505645364522934,222.0,0.48737984576732774,0.5008318179055966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.0,0.5093424767255783,0.49832993745803833,223.0,0.49396863505480293,0.5000812537713291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.0,0.4865783080458641,0.4969382807612419,224.0,0.49175153695212126,0.4991383618683029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225.0,0.49818968027830124,0.4964999333024025,225.0,0.49368297994997523,0.4983468332985328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226.0,0.4948897659778595,0.5059147998690605,226.0,0.4940450157583405,0.5006172232696912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227.0,0.4921378791332245,0.49142874777317047,227.0,0.4934728747708057,0.49786068062073496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228.0,0.48833873122930527,0.49082673341035843,228.0,0.49193263170835555,0.495750496457622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229.0,0.49754372239112854,0.49869558960199356,229.0,0.49361595891318744,0.49663402440093346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230.0,0.4870672971010208,0.4988011568784714,230.0,0.49165136036953744,0.49728416414419485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231.0,0.4937046393752098,0.49232007563114166,231.0,0.4922673440712392,0.4957949375902789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.0,0.4818028658628464,0.49054787307977676,232.0,0.48912800060872136,0.49422081823712827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233.0,0.4895627498626709,0.4921861067414284,233.0,0.48925842538490627,0.49361040478841833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234.0,0.49432472884655,0.49470674246549606,234.0,0.49077831642339936,0.4939393060915417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235.0,0.48468156158924103,0.4872702658176422,235.0,0.4889492899731519,0.4919385940093718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.0,0.4818090870976448,0.4900006353855133,236.0,0.4868072291104998,0.49135720642221425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.0,0.49112264066934586,0.49355123192071915,237.0,0.48810185257815364,0.49201541407176574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.0,0.4868166148662567,0.48740626871585846,238.0,0.48771628126458455,0.49063267046499354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.0,0.48848237842321396,0.4818124696612358,239.0,0.4879461104121734,0.48798661022386625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0,0.48630478233098984,0.4884500429034233,240.0,0.4874537119878183,0.4881256400277334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.0,0.48834228515625,0.48477303236722946,241.0,0.48772028393834777,0.4871198577295822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242.0,0.4801821783185005,0.4852861016988754,242.0,0.4854588522523936,0.48656973092037015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243.0,0.48531879484653473,0.4823046699166298,243.0,0.48541683503063593,0.48529021261924804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.0,0.4865265414118767,0.4855971410870552,244.0,0.48574974694500817,0.4853822911595902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245.0,0.4883040636777878,0.4855063036084175,245.0,0.48651604196484205,0.4854194948942384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246.0,0.47948499768972397,0.47648216784000397,246.0,0.4844067286823066,0.4827382967779681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.0,0.48173823952674866,0.4848162531852722,247.0,0.4836061819356392,0.48336168370015936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.0,0.4943070486187935,0.4769391044974327,248.0,0.4868164419405855,0.48143490993934135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249.0,0.48023416846990585,0.48866118490695953,249.0,0.4848417598993816,0.4836027924296268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0,0.477701835334301,0.47927407920360565,250.0,0.48269978252985746,0.4823041784618204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.0,0.48480068892240524,0.4783753752708435,251.0,0.4833300544476218,0.48112553750452736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.0,0.4845949560403824,0.48158620297908783,252.0,0.48370952492544994,0.4812637371468955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253.0,0.4848417639732361,0.484340637922287,253.0,0.48404919663978574,0.4821868073795129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
