Epochs,Lowest MAE,Smoothed Epochs,Lowest MAE Smoothed,"R: 7, 7","R: 8, 7","R: 7, 8","MAE: 7, 7","MAE: 8, 7","MAE: 7, 8"
253.0,0.6970987617969513,253.0,0.699233684483012,,,,,,
254.0,0.6975933909416199,254.0,0.6987415964205944,,,,,,
255.0,0.6977414190769196,255.0,0.698441543217492,,,,,,
256.0,0.6923567354679108,256.0,0.6966161008926176,,,,,,
257.0,0.6947568655014038,257.0,0.6960583302752534,,,,,,
258.0,0.6876764297485352,258.0,0.693543760117238,,,,,,
259.0,0.688583642244339,259.0,0.6920557247553683,,,,,,
260.0,0.6873092949390411,260.0,0.6906317958104701,,,,,,
261.0,0.6902622282505035,261.0,0.6905209255424801,,,,,,
262.0,0.6917628049850464,262.0,0.69089348937525,,,,,,
263.0,0.6885402798652649,263.0,0.6901875265222545,,,,,,
264.0,0.6936841607093811,264.0,0.6912365167783925,,,,,,
265.0,0.683047741651535,265.0,0.6887798842403352,,,,,,
266.0,0.685825914144516,266.0,0.6878936932115894,,,,,,
267.0,0.6858666241168976,267.0,0.6872855724831819,,,,,,
268.0,0.6883056461811066,268.0,0.6875915945925593,,,,,,
269.0,0.683703601360321,269.0,0.6864251966228878,,,,,,
270.0,0.6775361895561218,270.0,0.683758494502858,,,,,,
271.0,0.6773288249969482,271.0,0.681829593651085,,,,,,
272.0,0.683667004108429,272.0,0.6823808167882882,,,,,,
273.0,0.6854891180992126,273.0,0.6833133071815656,,,,,,
274.0,0.6797870397567749,274.0,0.6822554269541283,,,,,,
275.0,0.6798749268054962,275.0,0.6815412769095387,,,,,,
276.0,0.680512011051178,276.0,0.6812324971520305,,,,,,
277.0,0.6796354949474335,277.0,0.6807533964906514,,,,,,
278.0,0.674821525812149,278.0,0.6789738352871006,,,,,,
279.0,0.6835905909538269,279.0,0.6803588619871186,,,,,,
280.0,0.6750912070274353,280.0,0.6787785654992136,,,,,,
281.0,0.6741580069065094,281.0,0.6773923979214023,,,,,,
282.0,0.6777698695659637,282.0,0.6775056394147707,,,,,,
283.0,0.6768093109130859,283.0,0.6772967408642653,,,,,,
284.0,0.6694982945919037,284.0,0.6749572069825568,,,,,,
285.0,0.6725009083747864,285.0,0.6742203174002257,,,,,,
286.0,0.6703863739967346,286.0,0.6730701343791784,,,,,,
287.0,0.678707093000412,287.0,0.6747612219655484,,,,,,
288.0,0.6727243661880493,288.0,0.6741501652322988,,,,,,
289.0,0.6752284169197083,289.0,0.6744736407385217,,,,,,
290.0,0.6675212383270264,290.0,0.6723879200150731,,,,,,
291.0,0.6677951812744141,291.0,0.6710100983928754,,,,,,
292.0,0.6761435568332672,292.0,0.6725501359249929,,,,,,
293.0,0.6675298810005188,293.0,0.6710440594476507,,,,,,
294.0,0.6730787456035614,294.0,0.6716544652944239,,,,,,
295.0,0.6710300743579865,295.0,0.6714671480134926,,,,,,
296.0,0.6685821712017059,296.0,0.6706016549699566,,,,,,
297.0,0.6670167446136475,297.0,0.6695261818630639,,,,,,
298.0,0.663631409406662,298.0,0.6677577501261434,,,,,,
299.0,0.6590567529201508,299.0,0.6651474509643456,,,,,,
300.0,0.6599209308624268,300.0,0.6635794949337699,,,,,,
301.0,0.6556599736213684,301.0,0.6612036385400495,,,,,,
302.0,0.6589416861534119,302.0,0.6605250528240583,,,,,,
303.0,0.6624453663825989,303.0,0.6611011468916205,,,,,,
304.0,0.6624318063259125,304.0,0.6615003447219081,,,,,,
305.0,0.6663522720336914,305.0,0.662955922915443,,,,,,
306.0,0.6587380468845367,306.0,0.6616905601061711,,,,,,
307.0,0.6611089408397675,307.0,0.66151607432625,,,,,,
308.0,0.659849226474762,308.0,0.6610160199708036,,,,,,
309.0,0.65225750207901,309.0,0.6583884646032655,,,,,,
310.0,0.6546426117420197,310.0,0.6572647087448917,,,,,,
311.0,0.6604066491127014,311.0,0.6582072908552347,,,,,,
312.0,0.6526128351688385,312.0,0.6565289541493158,,,,,,
313.0,0.6510390341281891,313.0,0.6548819781429778,,,,,,
314.0,0.6553752720355988,314.0,0.655029966310764,,,,,,
315.0,0.6532134711742401,315.0,0.6544850177698068,,,,,,
316.0,0.6559232175350189,316.0,0.6549164776993704,,,,,,
317.0,0.6508220136165619,317.0,0.6536881384745279,,,,,,
318.0,0.6492656171321869,318.0,0.6523613820718256,,,,,,
319.0,0.6485699713230133,319.0,0.6512239588471819,,,,,,
320.0,0.6484820246696472,320.0,0.6504013785939214,,,,,,
321.0,0.6456709802150726,321.0,0.6489822590802669,,,,,,
322.0,0.6469703316688538,322.0,0.6483786808568429,,,,,,
323.0,0.6471215188503265,323.0,0.648001532254888,,,,,,
324.0,0.6395754814147949,324.0,0.64547371700286,,,,,,
325.0,0.6463304162025452,325.0,0.6457307267627656,,,,,,
326.0,0.6462373435497284,326.0,0.6458827117988544,,,,,,
327.0,0.6432652473449707,327.0,0.6450974724626892,,,,,,
328.0,0.6426646411418915,328.0,0.6443676230664499,,,,,,
329.0,0.6397210955619812,329.0,0.6429736648151093,,,,,,
330.0,0.643223762512207,330.0,0.6430486941242386,,,,,,
331.0,0.6364862024784088,331.0,0.6410799466304896,,,,,,
332.0,0.6396683752536774,332.0,0.640656475217446,,,,,,
333.0,0.6399512588977814,333.0,0.6404449103215466,,,,,,
334.0,0.6400273740291595,334.0,0.6403196494338305,,,,,,
335.0,0.6410687267780304,335.0,0.6405443726370904,,,,,,
336.0,0.6392666399478912,336.0,0.6401610528303306,,,,,,
337.0,0.6355177760124207,337.0,0.6387680697849577,,,,,,
338.0,0.6438232660293579,338.0,0.6402846286582777,,,,,,
339.0,0.6404181122779846,339.0,0.6403246737441898,,,,,,
340.0,0.6390910148620605,340.0,0.639954576079551,,,,,,
341.0,0.6363170146942139,341.0,0.6388633076639498,,,,,,
342.0,0.6388387978076935,342.0,0.6388559547070729,,,,,,
343.0,0.6448216140270233,343.0,0.640645652503058,,,,,,
344.0,0.6421510279178619,344.0,0.6410972651274992,,,,,,
345.0,0.6362873613834381,345.0,0.6396542940042809,,,,,,
346.0,0.638841301202774,346.0,0.6394103961638288,,,,,,
347.0,0.6361173093318939,347.0,0.6384224701142484,,,,,,
348.0,0.629766196012497,348.0,0.6358255878837229,,,,,,
349.0,0.6346451640129089,349.0,0.6354714607224787,,,,,,
350.0,0.6434251070022583,350.0,0.6378575546064126,,,,,,
351.0,0.6367726922035217,351.0,0.6375320958855453,,,,,,
352.0,0.633836030960083,352.0,0.6364232764079066,,,,,,
353.0,0.6380987465381622,353.0,0.6369259174469832,,,,,,
354.0,0.6380460262298584,354.0,0.6372619500818457,,,,,,
355.0,0.6335018873214722,355.0,0.6361339312537336,,,,,,
356.0,0.6322398483753204,356.0,0.6349657063902097,,,,,,
357.0,0.6302295029163361,357.0,0.6335448453480476,,,,,,
358.0,0.6301457583904266,358.0,0.6325251192607613,,,,,,
359.0,0.628852128982544,359.0,0.6314232221772961,,,,,,
360.0,0.6317266523838043,360.0,0.6315142512392485,,,,,,
361.0,0.6271459460258484,361.0,0.6302037596752285,,,,,,
362.0,0.6297737956047058,362.0,0.6300747704540717,,,,,,
363.0,0.6259050369262695,363.0,0.6288238503957311,,,,,,
364.0,0.6243329644203186,364.0,0.6274765846031073,,,,,,
365.0,0.6247851252555847,365.0,0.6266691467988506,,,,,,
366.0,0.625233381986618,366.0,0.6262384173551807,,,,,,
367.0,0.6273325979709625,367.0,0.6265666715399152,,,,,,
368.0,0.6232893764972687,368.0,0.6255834830271212,,,,,,
369.0,0.6217857897281647,369.0,0.6244441750374342,,,,,,
370.0,0.6205193102359772,370.0,0.6232667155969971,,,,,,
371.0,0.6182833611965179,371.0,0.6217717092768533,,,,,,
372.0,0.6274501979351044,372.0,0.6234752558743286,,,,,,
373.0,0.6246935427188873,373.0,0.6238407419276962,,,,,,
374.0,0.6202798187732697,374.0,0.6227724649813683,,,,,,
375.0,0.6198307275772095,375.0,0.6218899437601206,,,,,,
376.0,0.6209689378738403,376.0,0.6216136419942365,,,,,,
377.0,0.6207115650177002,377.0,0.6213430189012756,,,,,,
378.0,0.6218658089637756,378.0,0.6214998559200257,,,,,,
379.0,0.6157749891281128,379.0,0.6197823958824518,,,,,,
380.0,0.6194459497928619,380.0,0.6196814620555748,,,,,,
381.0,0.6177901029586792,381.0,0.6191140543265061,,,,,,
382.0,0.6157403886318207,382.0,0.6181019546181006,,,,,,
383.0,0.6197801530361176,383.0,0.6186054141435057,,,,,,
384.0,0.6154887080192566,384.0,0.6176704023062309,,,,,,
385.0,0.6144180297851562,385.0,0.6166946905499086,,,,,,
386.0,0.6172254681587219,386.0,0.6168539238325526,,,,,,
387.0,0.6115409433841705,387.0,0.615260029698038,,,,,,
388.0,0.6134560406208038,388.0,0.6147188329748677,,,,,,
389.0,0.6190098822116852,389.0,0.616006147745913,,,,,,
390.0,0.6102584898471832,390.0,0.614281850376294,,,,,,
391.0,0.6144143640995026,391.0,0.6143216044932566,,,,,,
392.0,0.6117211878299713,392.0,0.613541479494271,,,,,,
393.0,0.6145383715629578,393.0,0.613840547114877,,,,,,
394.0,0.6135399341583252,394.0,0.6137503632279115,,,,,,
395.0,0.6131045818328857,395.0,0.6135566288094039,,,,,,
396.0,0.6158071160316467,396.0,0.6142317749760767,,,,,,
397.0,0.6113016903400421,397.0,0.6133527495852664,,,,,,
398.0,0.6109439730644226,398.0,0.6126301166290133,,,,,,
399.0,0.6080488562583923,399.0,0.611255738517827,,,,,,
400.0,0.6026734113693237,400.0,0.6086810403732761,,,,,,
401.0,0.6054790019989014,401.0,0.6077204288609637,,,,,,
402.0,0.6154163479804993,402.0,0.6100292045968243,,,,,,
403.0,0.6095615029335022,403.0,0.6098888940978276,,,,,,
404.0,0.6090437471866608,404.0,0.6096353500244776,,,,,,
405.0,0.6122199892997742,405.0,0.6104107418070666,,,,,,
406.0,0.6108105182647705,406.0,0.6105306747443777,,,,,,
407.0,0.6102631688117981,407.0,0.6104504229646038,,,,,,
408.0,0.6125361919403076,408.0,0.611076153657315,,,,,,
409.0,0.6041806042194366,409.0,0.6090074888259516,,,,,,
410.0,0.6011589765548706,410.0,0.6066529351446273,,,,,,
411.0,0.5985329151153564,411.0,0.604216929135846,,,,,,
412.0,0.602590024471283,412.0,0.6037288577364771,,,,,,
413.0,0.6036498844623566,413.0,0.6037051657542409,,,,,,
414.0,0.6106838285923004,414.0,0.6057987646056588,,,,,,
415.0,0.6015211045742035,415.0,0.6045154665962222,,,,,,
416.0,0.6187053620815277,416.0,0.6087724352418139,,,,,,
417.0,0.6039266884326935,417.0,0.6073187111990778,,,,,,
418.0,0.6040984690189362,418.0,0.6063526385450353,,,,,,
419.0,0.60568767786026,419.0,0.6061531503396027,,,,,,
420.0,0.601826012134552,420.0,0.6048550088780875,,,,,,
421.0,0.600930243730545,421.0,0.6036775793338248,,,,,,
422.0,0.6051356792449951,422.0,0.6041150093071759,,,,,,
423.0,0.6038767099380493,423.0,0.6040435194964379,,,,,,
424.0,0.6060880720615387,424.0,0.6046568852659682,,,,,,
425.0,0.6044365167617798,425.0,0.6045907747147117,,,,,,
426.0,0.6021871566772461,426.0,0.6038696893034721,,,,,,
427.0,0.6025669574737549,427.0,0.6034788697545569,,,,,,
428.0,0.6050088405609131,428.0,0.6039378609964637,,,,,,
429.0,0.6013268232345581,429.0,0.6031545496678921,,,,,,
430.0,0.5984684377908707,430.0,0.6017487161047856,,,,,,
431.0,0.5967893004417419,431.0,0.6002608914058725,,,,,,
432.0,0.6017314344644547,432.0,0.6007020543234471,,,,,,
433.0,0.5959332138299942,433.0,0.5992714021754113,,,,,,
434.0,0.5953331738710403,434.0,0.5980899336841,,,,,,
435.0,0.5994194746017456,435.0,0.5984887959593937,,,,,,
436.0,0.5948697924613953,436.0,0.5974030949099942,,,,,,
437.0,0.6012755334377289,437.0,0.5985648264683145,,,,,,
438.0,0.5946017056703568,438.0,0.5973758902289272,,,,,,
439.0,0.5994757562875748,439.0,0.5980058500465215,,,,,,
440.0,0.5941124260425568,440.0,0.596837822845332,,,,,,
441.0,0.5932460725307465,441.0,0.5957602977509564,,,,,,
442.0,0.5982372760772705,442.0,0.5965033912488507,,,,,,
443.0,0.6031855195760727,443.0,0.5985080297470172,,,,,,
444.0,0.596295177936554,444.0,0.5978441742038783,,,,,,
445.0,0.593180388212204,445.0,0.596445038406376,,,,,,
446.0,0.5931414514780045,446.0,0.5954539623278645,,,,,,
447.0,0.5911048203706741,447.0,0.5941492197407074,,,,,,
448.0,0.5922867208719254,448.0,0.5935904700800728,,,,,,
449.0,0.5959805101156235,449.0,0.594307482090738,,,,,,
450.0,0.5908204317092896,450.0,0.5932613669763035,,,,,,
451.0,0.5948859304189682,451.0,0.5937487360091029,,,,,,
452.0,0.5928270518779755,452.0,0.5934722307697647,,,,,,
453.0,0.5907330363988876,453.0,0.5926504724585016,,,,,,
454.0,0.5949700623750687,454.0,0.5933463494334716,,,,,,
455.0,0.5902707725763321,455.0,0.5924236763763298,,,,,,
456.0,0.5932385474443436,456.0,0.5926681376967339,,,,,,
457.0,0.5951293408870697,457.0,0.5934064986538347,,,,,,
458.0,0.5871274769306183,458.0,0.5915227921368698,,,,,,
459.0,0.5842825472354889,459.0,0.5893507186664555,,,,,,
460.0,0.5908605307340622,460.0,0.5898036622867375,,,,,,
461.0,0.5820427983999252,461.0,0.5874754031206939,,,,,,
462.0,0.5936203747987747,462.0,0.5893188946241181,,,,,,
463.0,0.5846155285835266,463.0,0.5879078848119407,,,,,,
464.0,0.5866345018148422,464.0,0.5875258699128112,,,,,,
465.0,0.5860259383916855,465.0,0.5870758904564735,,,,,,
466.0,0.5899066925048828,466.0,0.5879251310709963,,,,,,
467.0,0.585334300994873,467.0,0.5871478820481594,,,,,,
468.0,0.5851608961820602,468.0,0.5865517862883296,,,,,,
469.0,0.5855351090431213,469.0,0.5862467831147672,,,,,,
470.0,0.5823814272880554,470.0,0.5850871763667537,,,,,,
471.0,0.5851223766803741,471.0,0.5850977364608398,,,,,,
472.0,0.584465965628624,472.0,0.5849082052111751,,,,,,
473.0,0.5814121514558792,473.0,0.5838593890845863,,,,,,
474.0,0.5852708667516708,474.0,0.5842828323847117,,,,,,
475.0,0.5848861932754517,475.0,0.5844638406519337,,,,,,
476.0,0.5843317955732346,476.0,0.584424227128324,,,,,,
477.0,0.5813109576702118,477.0,0.5834902462908904,,,,,,
478.0,0.579637885093689,478.0,0.58233453793173,,,,,,
479.0,0.5885191559791565,479.0,0.584189923345958,,,,,,
480.0,0.5792504400014877,480.0,0.582708078342617,,,,,,
481.0,0.5796938687562943,481.0,0.5818038154667202,,,,,,
482.0,0.579437181353569,482.0,0.5810938252327749,,,,,,
483.0,0.5751452744007111,483.0,0.5793092599831557,,,,,,
484.0,0.578051283955574,484.0,0.5789318671748812,,,,,,
485.0,0.5742889642715454,485.0,0.5775389963038805,,,,,,
486.0,0.5791435241699219,486.0,0.578020354663693,,,,,,
487.0,0.5771906077861786,487.0,0.5777714306004387,,,,,,
488.0,0.5808207988739014,488.0,0.5786862410824775,,,,,,
489.0,0.5776446163654327,489.0,0.578373753667364,,,,,,
490.0,0.5747683197259903,490.0,0.5772921234849518,,,,,,
491.0,0.5731271803379059,491.0,0.5760426405408381,,,,,,
492.0,0.5799858868122101,492.0,0.5772256144222497,,,,,,
493.0,0.5806426405906677,493.0,0.5782507222727751,,,,,,
494.0,0.5747837573289871,494.0,0.5772106327896387,,,,,,
495.0,0.5750155597925186,495.0,0.5765521108905027,,,,,,
496.0,0.5735353529453278,496.0,0.5756470835069503,,,,,,
497.0,0.5744972676038742,497.0,0.5753021387360274,,,,,,
498.0,0.5810660123825073,498.0,0.5770313008299714,,,,,,
499.0,0.576941967010498,499.0,0.5770045006841295,,,,,,
500.0,0.5737889558076859,500.0,0.5760398372211963,,,,,,
,,,,0.9134835302829742,0.9431262612342834,0.9414596259593964,,,
,,,,,,,0.7057589292526245,0.5564033091068268,0.5551313757896423
